3.6412,13.341,0.007677119,0.02638992,0.9996222
3.6412,13.341,0.01034253,0.02638928,0.9995982
3.6412,13.341,0.01034176,0.02905279,0.9995244
3.6412,13.341,0.01300772,0.02638846,0.9995672
3.6412,13.341,0.01567367,0.02372382,0.9995957
3.6412,13.341,0.01567263,0.02638745,0.9995289
3.6412,13.341,0.0183372,0.02638626,0.9994836
3.901464,13.33854,-0.00572136,0.02704646,0.9996178
3.901464,13.33854,-0.005720926,0.02970992,0.9995422
3.901464,13.33854,-0.003055959,0.02438296,0.999698
3.901464,13.33854,-0.003055519,0.02971027,0.9995539
3.901464,13.33854,-0.0003901024,0.02438307,0.9997026
3.901464,13.33854,-0.0003900462,0.0297104,0.9995584
3.901464,13.33854,0.002275607,0.02704683,0.9996316
3.901464,13.33854,0.002275435,0.02971033,0.999556
3.901464,13.33854,0.004941579,0.02438278,0.9996905
3.901464,13.33854,0.004941241,0.02704657,0.999622
3.901464,13.33854,0.004940867,0.02971004,0.9995463
3.901464,13.33854,0.007606195,0.02970955,0.9995297
4.148461,13.33981,-0.01291741,0.02670608,0.9995599
4.148461,13.33981,-0.01025287,0.02404315,0.9996583
4.148461,13.33981,-0.01025218,0.0267069,0.9995907
4.148461,13.33981,-0.007587362,0.02404372,0.9996821
4.148461,13.33981,-0.007586849,0.02670754,0.9996145
4.148461,13.33981,-0.004921231,0.02670798,0.9996312
3.392222,13.59296,0.02339916,0.01253888,0.9996476
3.392222,13.59296,0.02339727,0.01786875,0.9995666
3.392222,13.59296,0.02606317,0.01253805,0.9995816
3.392222,13.59296,0.02606221,0.01520285,0.9995447
3.392222,13.59296,0.02606106,0.01786757,0.9995006
3.641556,13.58956,0.007584003,0.01611586,0.9998414
3.641556,13.58956,0.0102504,0.01345002,0.999857
3.641556,13.58956,0.01025,0.01611548,0.9998176
3.641556,13.58956,0.01024952,0.01878084,0.9997711
3.641556,13.58956,0.01024835,0.02411032,0.9996568
3.641556,13.58956,0.01291629,0.0134496,0.9998261
3.641556,13.58956,0.01291578,0.01611498,0.9997867
3.641556,13.58956,0.01291518,0.01878027,0.9997402
3.641556,13.58956,0.01291449,0.02144515,0.9996866
3.641556,13.58956,0.0129137,0.02410958,0.9996259
3.641556,13.58956,0.01558128,0.01611437,0.9997488
3.641556,13.58956,0.01558056,0.01877955,0.9997022
3.641556,13.58956,0.01557972,0.02144434,0.9996487
3.641556,13.58956,0.01557878,0.02410866,0.999588
3.641556,13.58956,0.01824717,0.01344849,0.9997431
3.641556,13.58956,0.01824645,0.01611364,0.9997037
3.641556,13.58956,0.01824561,0.0187787,0.9996572
3.641556,13.58956,0.01824463,0.02144337,0.9996036
3.641556,13.58956,0.01824352,0.02410758,0.9995429
3.641556,13.58956,0.01824228,0.02677101,0.9994751
3.641556,13.58956,0.02091206,0.01344778,0.9996908
3.641556,13.58956,0.02091124,0.0161128,0.9996516
3.641556,13.58956,0.02091026,0.01877772,0.999605
3.641556,13.58956,0.02090914,0.02144225,0.9995514
3.641556,13.58956,0.02090787,0.02410632,0.9994907
3.898649,13.59081,-0.004972262,0.01578152,0.9998631
3.898649,13.59081,-0.004972035,0.01844704,0.9998175
3.898649,13.59081,-0.004971773,0.02111217,0.9997647
3.898649,13.59081,-0.002306074,0.01311605,0.9999113
3.898649,13.59081,-0.002305985,0.01578167,0.9998728
3.898649,13.59081,-0.00230588,0.01844722,0.9998271
3.898649,13.59081,-0.002305758,0.02111237,0.9997745
3.898649,13.59081,-0.00230562,0.02377708,0.9997146
3.898649,13.59081,-0.002305466,0.02644102,0.9996477
3.898649,13.59081,0.0003603548,0.01311608,0.9999139
3.898649,13.59081,0.0003603409,0.01578172,0.9998754
3.898649,13.59081,0.0003603245,0.01844727,0.9998298
3.898649,13.59081,0.0003603055,0.02111243,0.9997771
3.898649,13.59081,0.0003602839,0.02377714,0.9997172
3.898649,13.59081,0.0003602598,0.02644109,0.9996503
3.898649,13.59081,0.003026776,0.01311602,0.9999094
3.898649,13.59081,0.003026659,0.01578164,0.9998709
3.898649,13.59081,0.003026521,0.01844718,0.9998252
3.898649,13.59081,0.003026361,0.02111233,0.9997725
3.898649,13.59081,0.00302618,0.02377703,0.9997127
3.898649,13.59081,0.003025978,0.02644097,0.9996458
3.898649,13.59081,0.005693132,0.01311587,0.9998978
3.898649,13.59081,0.005692912,0.01578146,0.9998593
3.898649,13.59081,0.005692652,0.01844697,0.9998136
3.898649,13.59081,0.005692353,0.02111209,0.9997609
3.898649,13.59081,0.008359366,0.01311562,0.999879
3.898649,13.59081,0.008358664,0.01844663,0.999795
3.898649,13.59081,0.008358222,0.02111169,0.9997422
4.148684,13.5921,-0.01831125,0.01276884,0.9997508
4.148684,13.5921,-0.01831056,0.01543407,0.9997132
4.148684,13.5921,-0.01830974,0.01809922,0.9996685
4.148684,13.5921,-0.01830879,0.02076399,0.9996167
4.148684,13.5921,-0.01564589,0.01276942,0.9997961
4.148684,13.5921,-0.0156453,0.01543477,0.9997585
4.148684,13.5921,-0.0156446,0.01810004,0.9997138
4.148684,13.5921,-0.01564379,0.02076493,0.999662
4.148684,13.5921,-0.01564287,0.02342938,0.9996031
4.148684,13.5921,-0.01564184,0.02609307,0.9995371
4.148684,13.5921,-0.01298033,0.0127699,0.9998342
4.148684,13.5921,-0.01297984,0.01543535,0.9997966
4.148684,13.5921,-0.01297926,0.01810073,0.9997519
4.148684,13.5921,-0.01297859,0.02076572,0.9997001
4.148684,13.5921,-0.01297782,0.02343027,0.9996412
4.148684,13.5921,-0.01297697,0.02609406,0.9995753
4.148684,13.5921,-0.01031436,0.0127703,0.9998652
4.148684,13.5921,-0.01031398,0.01543583,0.9998277
4.148684,13.5921,-0.01031351,0.01810129,0.9997829
4.148684,13.5921,-0.01031298,0.02076637,0.9997312
4.148684,13.5921,-0.01031237,0.023431,0.9996723
4.148684,13.5921,-0.01031169,0.02609487,0.9996063
4.148684,13.5921,-0.007648539,0.01010448,0.9999197
