200	0	0	0	0	0
200	0	5	0	0	0
200	0	10	0	0	0
200	0	15	0	0	0
200	0	20	0	0	0
200	0	25	0	0	0
200	0	30	0	0	0
200	0	35	0	0	0
200	0	40	0	0	0
200	0	45	0	0	0
200	0	50	0	0	0
200	0	55	0	0	0
200	0	60	0	0	0
200	0	65	0	0	0
200	0	70	0	0	0
200	0	75	0	0	0
200	0	80	0	0	0
200	0	85	0	0	0
200	0	90	0	0	0
200	0	95	0	0	0
200	0	100	0	0	0
200	0	105	0	0	0
200	0	110	0	0	0
200	0	115	0	0	0
200	0	120	0	0	0
200	0	125	0	0	0
200	0	130	0	0	0
200	0	135	0	0	0
200	0	140	0	0	0
200	0	145	0	0	0
200	0	150	0	0	0
200	0	155	0	0	0
200	0	160	0	0	0
200	0	165	0	0	0
200	0	170	0	0	0
200	0	175	0	0	0
200	0	180	0	0	0
200	0	185	0	0	0
200	0	190	0	0	0
200	0	195	0	0	0
200	0	200	0	0	0
200	5	0	0	0	0
200	5	5	0	0	0
200	5	10	0	0	0
200	5	15	0	0	0
200	5	20	0	0	0
200	5	25	0	0	0
200	5	30	0	0	0
200	5	35	0	0	0
200	5	40	0	0	0
200	5	45	0	0	0
200	5	50	0	0	0
200	5	55	0	0	0
200	5	60	0	0	0
200	5	65	0	0	0
200	5	70	0	0	0
200	5	75	0	0	0
200	5	80	0	0	0
200	5	85	0	0	0
200	5	90	0	0	0
200	5	95	0	0	0
200	5	100	0	0	0
200	5	105	0	0	0
200	5	110	0	0	0
200	5	115	0	0	0
200	5	120	0	0	0
200	5	125	212.3	0	0
200	5	130	200.79	0	0
200	5	135	186.98	0	0
200	5	140	170.87	0	0
200	5	145	152.47	0	0
200	5	150	131.77	0	0
200	5	155	108.77	0	0
200	5	160	83.47	0	0
200	5	165	55.876	0	0
200	5	170	25.985	0	0
200	5	175	-6.2035	0	0
200	5	180	0	0	0
200	5	185	0	0	0
200	5	190	0	0	0
200	5	195	0	0	0
200	5	200	0	0	0
200	10	0	0	0	0
200	10	5	36.061	0	0
200	10	10	64.683	0	0
200	10	15	91.534	0	0
200	10	20	108.9	0	0
200	10	25	130.75	0	0
200	10	30	142.62	0	0
200	10	35	169.82	0	0
200	10	40	189.2	0	0
200	10	45	188.86	0	0
200	10	50	185.59	0	0
200	10	55	186.95	0	0
200	10	60	191.84	0	0
200	10	65	194.98	0	0
200	10	70	196.89	0	0
200	10	75	196.37	0	0
200	10	80	189.9	0	0
200	10	85	198.36	0	0
200	10	90	208.64	0	0
200	10	95	222.31	0	0
200	10	100	245.9	0	0
200	10	105	271.25	0	0
200	10	110	284.84	0	0
200	10	115	290.82	0	0
200	10	120	269.81	0	0
200	10	125	258.74	0	0
200	10	130	247.28	0	0
200	10	135	233.52	0	0
200	10	140	217.46	0	0
200	10	145	199.11	0	0
200	10	150	178.45	0	0
200	10	155	155.5	0	0
200	10	160	130.26	0	0
200	10	165	102.71	0	0
200	10	170	72.868	0	0
200	10	175	40.728	0	0
200	10	180	177.53	0	0
200	10	185	104.3	0	0
200	10	190	64.812	0	0
200	10	195	36.061	0	0
200	10	200	0	0	0
200	15	0	0	0	0
200	15	5	40.183	0	0
200	15	10	75.016	0	0
200	15	15	110.86	0	0
200	15	20	127.09	0	0
200	15	25	141.38	0	0
200	15	30	173.63	0	0
200	15	35	213.61	0	0
200	15	40	218.97	0	0
200	15	45	229.47	0	0
200	15	50	229.76	0	0
200	15	55	232.61	0	0
200	15	60	236.81	0	0
200	15	65	239.31	0	0
200	15	70	240.47	0	0
200	15	75	241.15	0	0
200	15	80	240.75	0	0
200	15	85	245.07	0	0
200	15	90	256.55	0	0
200	15	95	272.11	0	0
200	15	100	290.73	0	0
200	15	105	305.08	0	0
200	15	110	295.37	0	0
200	15	115	304.45	0	0
200	15	120	337.57	0	0
200	15	125	302.65	0	0
200	15	130	291.24	0	0
200	15	135	277.53	0	0
200	15	140	261.52	0	0
200	15	145	243.21	0	0
200	15	150	222.61	0	0
200	15	155	199.7	0	0
200	15	160	174.5	0	0
200	15	165	147.01	0	0
200	15	170	117.21	0	0
200	15	175	85.123	0	0
200	15	180	233.59	0	0
200	15	185	119.14	0	0
200	15	190	75.016	0	0
200	15	195	40.183	0	0
200	15	200	0	0	0
200	20	0	0	0	0
200	20	5	42.868	0	0
200	20	10	81.295	0	0
200	20	15	127.18	0	0
200	20	20	149.8	0	0
200	20	25	165.55	0	0
200	20	30	209.78	0	0
200	20	35	213.11	0	0
200	20	40	258.22	0	0
200	20	45	268.29	0	0
200	20	50	274.36	0	0
200	20	55	278.33	0	0
200	20	60	280.22	0	0
200	20	65	282.46	0	0
200	20	70	283.67	0	0
200	20	75	287.84	0	0
200	20	80	290.33	0	0
200	20	85	290.97	0	0
200	20	90	297.17	0	0
200	20	95	315.28	0	0
200	20	100	328.13	0	0
200	20	105	332.17	0	0
200	20	110	305.36	0	0
200	20	115	331.28	0	0
200	20	120	387.38	0	0
200	20	125	344.02	0	0
200	20	130	332.66	0	0
200	20	135	319	0	0
200	20	140	303.03	0	0
200	20	145	284.78	0	0
200	20	150	264.22	0	0
200	20	155	241.37	0	0
200	20	160	216.22	0	0
200	20	165	188.77	0	0
200	20	170	159.02	0	0
200	20	175	126.98	0	0
200	20	180	222.79	0	0
